phrase,target
In the fourth quarter of 2006  OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in JanuarySeptember 2006,neutral
Following the registration  the number of issued and outstanding shares of Basware is 12890829,neutral
Tieto s service is also used to send  process and receive materials related to absentee voting,neutral
The value of the threeyear contract is estimated at EUR40m,neutral
The Hayward  Califbased target designs active  casual and dress footwear  as well as boots and sandals,neutral
If Honkarakenne starts production there  it will need a partner for sawmill operations,neutral
Subjectmatter of the invention furthermore is the use of the cyclone for separating partly molten particles,neutral
The order was valued at USD12 2 m,neutral
The interim report for the first quarter is published on May 8  2009,neutral
Under the transaction agreement  Metsaliitto will purchase 247  of MetsaBotnia s shares from UPM and 3  from Mreal,neutral
Marathon estimates the value of its remaining stake in Protalix at  27 million,neutral
industry in Asia ï½ Pakistan  Malaysia  Taiwan and Philippines Today  Global Research  Data Services is going to publish several market analyses about the cement markets in Asia,neutral
Local government commissioner of ï½mï½l  Kurt Svensson  says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company s decision to close down its plant in ï½mï½l,neutral
HELSINKI AFX  Salcomp  the mobile phone charger manufacturer  said it has appointed Markku Hangasjarvi as its new CEO  following the resignation of Mats Eriksson,neutral
He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State,neutral
The fivestorey  ecoefficient building will have a gross floor area of about 15000 sq m It will also include apartments,neutral
No changes in media activity were seen in October compared with September,neutral
Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving,neutral
The company reported a profit of 800000 euro  12 mlnon the sale of its Varesvuo Partners subgroup and a loss of 400000 euro  623000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab,neutral
The deal includes the entire personnel of PlanMill Oy  who will transfer to the new company as socalled old employees,neutral
Tikkurila Powder Coatings has some 50 employees at its four paint plants  which generated revenues of EUR2 4 m USD3 3 m in 2010,neutral
Tecnomen  headquartered in Espoo  Finland  develops messaging and charging solutions for telecomms operators and service providers worldwide,neutral
The EUR 07 million nonrecurring expenses have been recorded for the third quarter,neutral
S Group s loyal customer magazine Yhteishyvï½ came second with 1629000 readers and Sanoma Corporation s daily newspaper Helsingin Sanomat was third with 1097000 readers,neutral
Profit before taxes was EUR 1059 827 million,neutral
The number of customers is one of the most important parameters in determining the price of electricity networks,neutral
The fixedterm contract of Mr Jarmo Ukonaho  the current General Manager of Incap s Indian operations  will finish by the end of the year,neutral
Its product portfolio comprises harvesters  forwarders  harvester heads  as well as cranes and loaders,neutral
The increase range will vary up to 10,neutral
The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at wwwsampocomir,neutral
Altogether 150 subjects with mildly elevated cholesterol levels participated in the fourmonth long intervention,neutral
The Tecnomen Convergent Charging solution includes functionality for prepaid and postpaid billing  charging and rating of voice calls  video calls  raw data traffic and any type of content services in both mobile and fixed networks,neutral
Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons,neutral
Registration is required,neutral
USbased T Corp is in talks with Scandinavian telecoms company TeliaSonera to sell its stake in Uzbek cellular operator Coscom  an executive at Coscom told Interfax,neutral
Vehvilainen  who is currently the chief operating officer at Nokia Siemens Networks  will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010,neutral
ND  Not disclosed,neutral
The final price will be specified by 14 May 2010  the acquiring company said,neutral
Dragonfly Love is another video shot from start to finish using the Nokia N8,neutral
The profit after taxes was EUR 577 111 million,neutral
Finnish Suominen Corporation that makes wipes  nonwovens  and flexible packaging  has a plant near Warsaw  in Poland  that makes flexible packaging,neutral
The company will propose a dividend of EUR0 12 per share for 2008,neutral
UPMKymmene wwwupmkymmenecom produces magazine papers and newsprint  as well as fine and specialty papers  converting materials and wood products,neutral
KaukoTelko s centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and Group administration by the end of the year,neutral
On preliminary estimate  the hotel will operate under the brand Novotel,neutral
ABN  59 087 901 620 now represent 510  of the voting rights and share capital of Citycon Oyj,neutral
The sellers include 40 shareholders  including Intellibis management  employees and other investors,neutral
Commenting on the deal  Shane Lennon  SVP of Marketing  Product Development at GyPSii said,neutral
Since the registration of the shares subscribed in a directed share issue  the new number of Panostaja shares and voting rights is 41733110,neutral
The remaining amount will be funded through debt  the Danish bank said,neutral
POYRY PLCCompany Announcement 10 December 2010 at 410 pm Pursuant to Poyry PLC s stock option program 2004  63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B,neutral
The power supplies  DC power systems and inverters designed and manufactured by Efore  and systems incorporating them are used in many different applications,neutral
Sampo Housing Loan Bank  a unit of Finland s Sampo Bank  has priced its EUR1bn  USD1 3 bn  bond at 99889   Reuters reported,neutral
Rapala VMC Corporation  Rapala  is a Finlandbased company engaged in the manufacture and distribution of fishing equipment and accessories,neutral
Prior to the transaction  whose financial terms have not been disclosed  Alma Media owned 40  of Kotikokki net,neutral
The appointments will be in force until the new CEO has been appointed,neutral
The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40000 for the Chairman of the Board  EUR 30000 for the Deputy Chairman of the Board and EUR 20000 for other members of the Board,neutral
The total floor area of the plant expansion is 29000 square metres,neutral
Juha Haapakoski will continue as EditorinChief with budget responsibility also with the new publisher,neutral
FinancialWire tm is not a press release service  and receives no compensation for its news  opinions or distributions,neutral
Customers in a wide range of industries use our stainless steel and services worldwide,neutral
Currently the quarterly applied surcharges differ significantly from the actual market prices,neutral
The nonrecurring costs caused to Talentum s Premedia business area by the restructuring will amount to 20 mln euro  27 mln and will be included in the company s financial results for the second quarter of 2007,neutral
The closing of such transaction took place today,neutral
The estimated annual value of the frame agreement is about EUR 50mn,neutral
An international conference call and audio webcast concerning the financial result JanuaryMarch 2010 will begin at 1400 EET,neutral
In today s business  you have to preempt what consumers want  said Mohammed Zainalabedin  General Manager  Zain Bahrain,neutral
At the beginning of the subscription period on May 2  2006 the share subscription price under B option right is EUR 1022 per share,neutral
According to Finnish Scanfil s founder and chairman of the board  Jorma J Takanen  the company has to look for growth abroad,neutral
Tyrvï½inen is of the opinion that the airline has been repeating this for some time already  however,neutral
